Index 	On or around	Voluntary Dismissal	Litigation Name	Ticker	Filing Date	Docket	Class Start Date	Class End Date	SIC Code	Sector	Industry	Headquarter	Jurisdiction	Circuit	Court	Judge	Exchange	Market Status	Case Status	Settlement Amount
100490			"Dignity Partners, Inc."	DPNR	12/19/1996	96-CV-4558	02/14/1996	07/16/1996	6199	Financial	Consumer Financial Services	United States	United States	9th	N.D. California	Hon. Charles A. Legge	NASDAQ	Public (Listed)	CASE SETTLED	3150000
101022			Casino Data Systems	CSDS	12/24/1996	96-CV-01191	02/07/1996	12/16/1996	7373	Technology	Computer Networks	United States	United States	9th	D. Nevada	Hon. Lloyd D. George	NASDAQ	Public (Listed)	CASE SETTLED	5000000
101507			"Access HealthNet, Inc."	AHNT	12/27/1996	96-CV-1250	01/25/1995	12/29/1995		Technology	Computer Services	United States	United States	9th	C.D. California	Hon. Gary L. Taylor	NASDAQ	Public (Listed)	CASE SETTLED	7350000
100482			"Digi International, Inc."	DGII	01/03/1997	97-CV-00005	01/25/1996	12/23/1996	3571	Technology	Computer Hardware	United States	United States	8th	D. Minnesota	Hon. John R. Tunheim	NASDAQ	Public (Listed)	CASE DISMISSED	0
101134			"VSI Enterprises, Inc. : Common Stock and Class B Warrants"	VSIN	01/03/1997	97-CV-0009	10/06/1995	01/08/1996	3663	Technology	Communications Equipment	United States	United States	11th	N.D. Georgia	"Hon. Willis B Hunt, Jr."	NASDAQ	Public (Listed)	CASE DISMISSED	0
100809			"U.S. Diagnostic, Inc."	USDL	01/06/1997	97-CV-8010	03/15/1996	12/23/1996	8071	Healthcare	Healthcare Facilities	United States	United States	11th	S.D. Florida	Hon. William J. Zloch	NASDAQ	Public (Listed)	CASE SETTLED	5875000
101306			Symantec Corporation	SYMC	01/07/1997	97-CV-20021	06/09/1995	01/08/1996	7372	Technology	Software & Programming	United States	United States	9th	N.D. California	Hon. William A. Ingram	NASDAQ	Public (Listed)	CASE SETTLED	0
104323			"System Software Associates, Inc."	SSAX	01/09/1997	97-CV-00177	09/15/1994	01/07/1997	7372	Technology	Software & Programming	United States	United States	7th	N.D. Illinois	Hon. David H. Coar	NASDAQ	Public (Listed)	CASE SETTLED	625000
100498			"NetManage, Inc."	NETM	01/10/1997	97-CV-4385	07/25/1995	01/11/1996	7372	Technology	Software & Programming	United States	United States	9th	N.D. California	Hon. Charles R. Breyer	NASDAQ	Public (Listed)	CASE SETTLED	5100000
100925			"AutoNation, Inc. (f/k/a Republic Industries, Inc.)"	AN	01/17/1997	97-CV-6037	12/16/1996	01/17/1997	5511	Services	Retail (Specialty)	United States	United States	11th	S.D. Florida	Hon. Daniel T. K. Hurley	New York SE	Public (Listed)	CASE DISMISSED	0
100904			Read-Rite Corporation 1997	RDRT	01/17/1997	97-CV-20059	04/19/1995	01/22/1996	3572	Technology	Computer Storage Devices	United States	United States	9th	N.D. California	Hon. Ronald M. Whyte	NASDAQ	Public (Listed)	CASE DISMISSED	0
101220			"Sunglass Hut International, Inc."	RAYS	01/23/1997	97-CV-0191	03/21/1996	10/10/1996	5999	Services	Retail (Specialty)	United States	United States	11th	S.D. Florida	Hon. K. Michael Moore	NASDAQ	Public (Listed)	CASE SETTLED	4500000
100771			"Theta Group, LLC : Membership Interests"		01/27/1997	97-CV-0565	10/01/1995	11/26/1996	6211	Financial	Investment Services	United States	United States	7th	N.D. Illinois	Hon. Arlander Keys	Privately Traded	Privately Held	CASE SETTLED	4012500
100140			Florida Panthers Holdings Inc.	PUCK	01/28/1997	97-CV-6084	11/13/1996	12/22/1996	7941	Services	Recreational Activities	United States	United States	11th	S.D. Florida	Hon. Wilkie D. Ferguson Jr.	NASDAQ	Public (Listed)	CASE DISMISSED	0
101291			"Northeast Utilities, Inc."	NU	01/29/1997	97-CV-00189	04/05/1994	04/04/1996	4911	Utilities	Electric Utilities	United States	United States	2nd	D. Connecticut	Hon. Robert N. Chatigny	New York SE	Public (Listed)	CASE SETTLED	25000000
100003			Mercury Finance Company of Illinois	MFNF	01/30/1997	97-CV-00624	01/30/1994	01/29/1997	6141	Financial	Consumer Financial Services	United States	United States	7th	N.D. Illinois	Hon. Charles R. Norgle Sr.	New York SE	Public (Listed)	CASE SETTLED	28250000
101110			"Sigma, Inc."		01/30/1997	97-CV-524	10/01/1992	04/11/1995	6211	Financial	Investment Services	United States	United States	3rd	D. New Jersey	Hon. Anne E. Thompson	Privately Traded	Privately Held	CASE SETTLED	0
100247			"Centennial Technologies, Inc."	CTN	02/11/1997	97-CV-10304	08/21/1996	02/10/1997	3577	Technology	Computer Peripherals	United States	United States	1st	D. Massachusetts	Hon. Robert E. Keeton	New York SE	Public (Listed)	CASE SETTLED	1475000
100855			"Molten Metal Technology, Inc."	MLTNQ	02/12/1997	97-CV-10325	09/26/1995	10/21/1996	4953	Services	Waste Management Services	United States	United States	1st	D. Massachusetts	Hon. Patti B. Saris	NASDAQ	Public (Listed)	CASE SETTLED	11835000
101062			Conrail Inc.	CRR	02/18/1997	97-CV-1214	10/15/1996	10/22/1996	4011	Transportation	Railroads	United States	United States	3rd	E.D. Pennsylvania	Hon. Donald W. Vanartsdalen	New York SE	Public (Listed)	CASE DISMISSED	0
101130			Westinghouse Electric Corporation	WX	02/19/1997	97-CV-0309	03/29/1990	10/22/1991	4833	Services	Broadcasting & Cable TV	United States	United States	3rd	W.D. Pennsylvania	Hon. D Brooks Smith	New York SE	Public (Listed)	CASE SETTLED	67250000
100009			Mobile Telecommunication Technologies Corporation	MTEL	02/20/1997	97-CV-00337	01/19/1995	02/22/1996	4812	Technology	Communications Equipment	United States	United States	D.C.	D. District Columbia	Hon. Thomas P. Jackson	NASDAQ	Public (Listed)	CASE SETTLED	1900000
101094			"America Online, Inc."	AOL	02/24/1997	97-CV-00264	08/10/1995	10/29/1996	7375	Technology	Computer Services	United States	United States	4th	E.D. Virginia	Hon. T. S. Ellis III	NASDAQ	Public (Listed)	CASE SETTLED	35000000
101236			"Bay Networks, Inc."	BAY	02/28/1997	97-CV-728	07/25/1995	10/14/1996	3661	Technology	Computer Peripherals	United States	United States	9th	N.D. California	Hon. Charles A. Legge	New York SE	Public (Listed)	CASE DISMISSED	0
101298			"Olympic Financial, Ltd."	OLM	03/04/1997	97-CV-496	11/28/1994	02/06/1997	6411	Financial	Insurance (Miscellaneous)	United States	United States	8th	D. Minnesota	Hon. Michael J. Davis	New York SE	Public (Listed)	CASE SETTLED	6125000
100280			"Citrix Systems, Inc."	CTXS	03/07/1997	97-CV-6234	01/20/1997	02/26/1997	7372	Technology	Software & Programming	United States		11th	S.D. Florida	Hon. William J. Zloch	NASDAQ	Public (Listed)	CASE DISMISSED	0
101215			"Summit Medical Systems, Inc."	CRSC	03/10/1997	97-CV-558	08/04/1995	03/03/1997	7372	Technology	Software & Programming	United States	United States	8th	D. Minnesota	Hon. James M. Rosenbaum	NASDAQ	Public (Listed)	CASE SETTLED	3625000
100928			"Ride, Inc."	RIDE	03/14/1997	97-CV-00402	08/10/1995	12/30/1996	3949	Consumer Cyclical	Recreational Products	United States	United States	9th	W.D. Washington	Hon. Thomas S. Zilly	New York SE	Public (Listed)	CASE SETTLED	4800000
100820			"Employee Solutions, Inc."	ESOL	03/17/1997	97-CV-00545	03/07/1996	03/14/1997	7363	Services	Business Services	United States	United States	9th	D. Arizona	Hon. Roger G. Strand	NASDAQ	Public (Listed)	CASE SETTLED	15000000
100834			"Health Management Systems, Inc."	HMSY	03/17/1997	97-CV-1865	05/28/1996	02/25/1997	7374	Technology	Computer Services	United States	United States	2nd	S.D. New York	"Hon. James C. Francis, IV"	NASDAQ	Public (Listed)	CASE SETTLED	4500000
101063			"Consolidated Delivery & Logistics, Inc."	CDLI	03/19/1997	97-CV-1939	11/21/1995	02/27/1997	4213	Transportation	Trucking	United States	United States	2nd	S.D. New York	Hon. Lewis A. Kaplan	NASDAQ	Public (Listed)	CASE SETTLED	1500000
100802			Unison HealthCare Corporation	UNHC	03/20/1997	97-CV-583	05/14/1996	03/10/1997	8051	Healthcare	Healthcare Facilities	United States	United States	9th	D. Arizona	Hon. Stephen M. McNamee	NASDAQ	Public (Listed)	CASE SETTLED	4250000
100960			Insignia Solutions PLC	INSGY	03/24/1997	97-CV-20265	11/14/1995	02/26/1997	7372	Technology	Software & Programming	United Kingdom	United Kingdom	9th	N.D. California	Hon. James Ware	NASDAQ	Public (Listed)	CASE SETTLED	8000000
101084			"WebSecure, Inc."	WEBI	03/26/1997	97-CV-10662	12/05/1996	02/27/1997	7374	Technology	Computer Services	United States	United States	1st	D. Massachusetts	"Hon. George A. O'Toole, Jr."	NASDAQ	Public (Listed)	CASE SETTLED	2123698
101229			Bre-X Minerals Ltd. and Bresea Resources Ltd.	BXMNF	03/28/1997	97-CV-26	01/17/1994	03/27/1997	1081	Basic Materials	Metal Mining	Canada	Canada	5th	W.D. Texas	Hon. Edward C. Prado	NASDAQ	Public (Listed)	CASE SETTLED	5640000
100300			Manchester Equipment Co.	MANC	03/28/1997	97-CV-1504	11/26/1996	02/13/1997	7371	Technology	Software & Programming	United States	United States	2nd	E.D. New York	Hon. Michael L. Orenstein	NASDAQ	Public (Listed)	CASE SETTLED	1350000
100807			United Petroleum Corporation	UPET	03/31/1997	97-CV-226	05/01/1996	01/16/1997	7500	Services	Retail & Repair (Automotive)	United States	United States	6th	E.D. Tennessee	Hon. Thomas G Hull	NASDAQ	Public (Listed)	CASE SETTLED	4000000
100135			FileNet Corporation	FILE	04/01/1997	97-CV-000261	10/19/1995	07/02/1996	7373	Technology	Software & Programming	United States		9th	C.D. California	Hon. Gary L. Taylor	NASDAQ	Public (Listed)	CASE DISMISSED	0
100451			"Craig Consumer Electronics, Inc."	CREG	04/02/1997	97-CV-2139	05/21/1996	03/10/1997	3651	Consumer Cyclical	Audio & Video Equipment	United States	United States	9th	C.D. California	Hon. William J. Rea	NASDAQ	Public (Listed)	CASE SETTLED	100000
100134			FHP International Corporation	FHPC	04/02/1997	97-CV-2154	11/21/1996	02/14/1997	8011	Healthcare	Healthcare Facilities	United States		9th	C.D. California	Hon. Ronald S. Lew	NASDAQ	Public (Listed)	CASE DISMISSED	0
103479			"Health Management, Inc. II"	HMIS	04/03/1997	97-CV-1646	09/15/1996	03/17/1997	5912	Services	Retail (Drugs)	United States	United States	2nd	E.D. New York	Hon. Reena Raggi	NASDAQ	Public (Listed)	CASE SETTLED	2475000
101016			Scholastic Corporation	SCHL	04/07/1997	97-CV-2447	12/10/1996	02/20/1997	2731	Services	Printing & Publishing	United States	United States	2nd	S.D. New York	Hon. John F. Keenan	NASDAQ	Public (Listed)	CASE SETTLED	7500000
100284			Columbia HCA Healthcare Corporation	COL	04/08/1997	97-CV-0370	04/08/1994	03/19/1997	8062	Healthcare	Healthcare Facilities	United States	United States	6th	M.D. Tennessee	Hon. Thomas A. Higgins	New York SE	Public (Listed)	CASE SETTLED	49500000
101195			"SS&C Technologies, Inc."	SSNC	04/08/1997	97-CV-656	05/31/1996	08/01/1996	7372	Technology	Software & Programming	United States	United States	2nd	D. Connecticut	Hon. Janet C. Hall	NASDAQ	Public (Listed)	CASE SETTLED	8800000
100450			Material Sciences Corporation	MSC	04/09/1997	97-CV-2450	04/18/1996	04/06/1997	3479	Basic Materials	Misc. Fabricated Products	United States	United States	7th	N.D. Illinois	Hon. Robert W. Gettleman	New York SE	Public (Listed)	CASE SETTLED	3250000
100887			Informix Corporation	IFMX	04/11/1997	97-CV-01289	12/02/1996	04/01/1997	7372	Technology	Software & Programming	United States	United States	9th	N.D. California	Hon. Saundra B. Armstrong	NASDAQ	Public (Listed)	CASE SETTLED	141990000
100497			"Nellcor Puritan Bennett, Inc."	NELL	04/14/1997	97-CV-1319	09/29/1995	04/16/1996	3841	Healthcare	Medical Equipment & Supplies	United States	United States	9th	N.D. California	Hon. Charles A. Legge	NASDAQ	Public (Listed)	CASE DISMISSED	0
100495			"NAL Financial Group, Inc."	NALF	04/16/1997	97-CV-6412	04/02/1996	04/02/1997	6141	Financial	Consumer Financial Services	United States	United States	11th	S.D. Florida	Hon. Daniel T. K. Hurley	OTC-BB	Public (Listed)	CASE DISMISSED	0
101023			"Sears, Roebuck & Co."	S	04/16/1997	97-CV-02567	04/16/1994	04/16/1997	5311	Services	Retail (Department & Discount)	United States	United States	7th	N.D. Illinois	Hon. George W. Lindberg	New York SE	Public (Listed)	CASE SETTLED	11800000
100597			Olsten Corporation	OLS	04/17/1997	97-CV-1946	05/31/1996	11/21/1996	7363	Services	Business Services	United States	United States	2nd	E.D. New York	Hon. Denis R. Hurley	New York SE	Public (Listed)	CASE SETTLED	24100000
100763			Yes! Entertainment Corporation	YESS	04/17/1997	97-CV-1388	03/29/1996	12/12/1996	3944	Consumer Cyclical	Recreational Products	United States	United States	9th	N.D. California	Hon. Charles R. Breyer	NASDAQ	Public (Listed)	CASE SETTLED	2250000
100990			First Merchants Acceptance Corporation	FMAC	04/18/1997	97-CV-2715	04/18/1996	04/16/1997	6141	Financial	Misc. Financial Services	United States	United States	7th	N.D. Illinois	Hon. David H. Coar	NASDAQ	Public (Listed)	CASE SETTLED	10544324
100491			"Donna Karan International, Inc."	DK	04/21/1997	97-CV-02011	09/30/1996	03/05/1997	2340	Consumer Cyclical	Apparel/Accessories	United States		2nd	E.D. New York	Hon. Carol B. Amon	New York SE	Public (Listed)	CASE DISMISSED	0
100838			"HFS Inc. : Amre, Inc. Common Stock"	AMM	04/23/1997	97-CV-0924	02/28/1996	01/17/1997	6794	Financial	Misc. Financial Services	United States	United States	5th	N.D. Texas	Hon. William G. Bassler	New York SE	Public (Listed)	CASE SETTLED	7300000
101168			Aura Systems	AURA	04/28/1997	97-CV-03103	01/18/1995	04/25/1997	3679	Technology	Electronic Instruments & Controls	United States	United States	9th	C.D. California	Hon. Stephen V. Wilson	NASDAQ	Public (Listed)	CASE SETTLED	15000000
100122			"EIS International, Inc."	EISI	04/29/1997	97-CV-00813	11/28/1995	03/31/1997	3661	Technology	Communications Equipment	United States	United States	2nd	D. Connecticut	Hon. Christopher F. Droney	NASDAQ	Public (Listed)	CASE SETTLED	3800000
100481			Diana Corporation	DNA	04/30/1997	97-CV-3186	11/01/1995	03/07/1997	5140	Services	Retail (Grocery)	United States	United States	9th	C.D. California	Hon. Andrew J. Wistrich	New York SE	Public (Listed)	CASE SETTLED	32475000
101106			"SI Management L.P. : Synthetic Industries, L.P."	SIND	05/01/1997	97-CV-1622	03/21/1997	05/01/1997	2200	Consumer Cyclical	Textiles - Non Apparel	United States	United States	9th	N.D. California	Hon. Claudia Wilken	NASDAQ	Public (Listed)	CASE SETTLED	0
101232			Brooktree Corporation	BTRE	05/05/1997	97-CV-852	02/13/1995	02/07/1996	3674	Technology	Semiconductors	United States	United States	9th	S.D. California	Hon. John S. Rhoades	NASDAQ	Public (Listed)	CASE DISMISSED	0
101138			"USA Detergents, Inc."	USAD	05/05/1997	97-CV-03227	02/07/1997	04/24/1997	2840	Basic Materials	Chemical Manufacturing	United States	United States	3rd	E.D. Pennsylvania	Hon. Clarence C. Newcomer	NASDAQ	Public (Listed)	CASE SETTLED	10000000
100019			Photran Corporation	PTRN	05/07/1997	97-CV-1138	05/29/1996	03/24/1997	3231	Basic Materials	Misc. Fabricated Products	United States	United States	8th	D. Minnesota	Hon. Ann D. Montgomery	NASDAQ	Public (Listed)	CASE SETTLED	2050000
101239			"Arthur Andersen, LLP : Discovery Zone, Inc."	ZONE	05/09/1997	97-CV-3456	03/31/1994	09/15/1995		Services	Business Services	United States	United States	7th	N.D. Illinois	Hon. Wayne R. Andersen	NASDAQ	Public (Listed)	CASE SETTLED	900000
100476			Delgratia Mining Corporation	DELGF	05/09/1997	97-CV-00573	11/18/1996	04/11/1997		Conglomerates	Conglomerates	Canada	Canada	9th	D. Nevada	Hon. David N Edelstein	NASDAQ	Public (Listed)	CASE SETTLED	500000
100753			"Videolan Technologies, Inc."	VLNT	05/09/1997	97-CV-00296	11/07/1995	05/28/1996	3577	Technology	Computer Peripherals	United States	United States	6th	W.D. Kentucky	Hon. John G. Heyburn II	NASDAQ	Public (Listed)	CASE SETTLED	1500000
101057			Air Products & Chemicals Inc. : Nonstatutory Stock Options in the Long-Term Incentive Plan		05/14/1997	97-CV-03413	12/29/1993	05/13/1997	2810	Basic Materials	Chemical Manufacturing	United States		3rd	E.D. Pennsylvania	"Hon. Robert S. Gawthorp, III"	Privately Traded	Privately Held	CASE DISMISSED	0
100805			"United Auto Group, Inc."	UAG	05/14/1997	97-CV-3533	10/23/1996	02/26/1997	5511	Services	Retail (Specialty)	United States	United States	2nd	S.D. New York	Hon. Robert P. Patterson	New York SE	Public (Listed)	CASE DISMISSED	0
101122			"American Image Motor Co., Inc."	USMC	05/16/1997	97-CV-03608	09/23/1996	03/13/1997	3944	Consumer Cyclical	Recreational Products	United States	United States	2nd	S.D. New York	Hon. Denny Chin	OTC-BB	Public (Listed)	CASE SETTLED	400000
103395			"The Brazilian Equity Fund, Inc."	BZL	05/16/1997	97-CV-03579	06/07/1996	07/17/1996	0	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Robert W. Sweet	New York SE	Public (Listed)	CASE SETTLED	0
101101			Shiva Corporation	SHVA	05/21/1997	97-CV-11159	09/10/1996	03/31/1997	3576	Technology	Semiconductors	United States	United States	1st	D. Massachusetts	Hon. William G. Young	NASDAQ	Public (Listed)	CASE SETTLED	4350000
100908			"Itron, Inc."	ITRI	05/23/1997	97-CV-214	09/11/1995	10/22/1996	3663	Technology	Communications Equipment	United States	United States	9th	E.D. Washington	Hon. Robert H. Whaley	NASDAQ	Public (Listed)	CASE SETTLED	12000000
100592			"Nuko Information Systems, Inc."	NUKO	05/23/1997	97-CV-20471	04/24/1997	05/20/1997	7371	Technology	Computer Services	United States	United States	9th	N.D. California	Magistrate Judge Edward A. Infante	NASDAQ	Public (Listed)	CASE SETTLED	500000
101169			Avant! Corporation	AVNT	05/30/1997	97-CV-20698	03/29/1996	04/11/1997	7372	Technology	Software & Programming	United States	United States	9th	N.D. California	Hon. Ronald M. Whyte	NASDAQ	Public (Listed)	CASE SETTLED	47500000
100124			"Electroscope, Inc."	ESCP	06/04/1997	97-CV-1343	06/25/1996	02/07/1997	5047	Healthcare	Medical Equipment & Supplies	United States		8th	D. Minnesota	Hon. Ann D. Montgomery	NASDAQ	Public (Listed)	CASE DISMISSED	0
101128			"Veterinary Centers of America, Inc."	VCAI	06/09/1997	97-CV-4244	02/15/1996	11/14/1996	2047	Consumer Non-Cyclical	Food Processing	United States	United States	9th	C.D. California	Hon. Consuelo B. Marshall	NASDAQ	Public (Listed)	CASE SETTLED	6750000
100207			"California Amplifier, Inc."	CAMP	06/11/1997	97-CV-4293	09/12/1995	08/08/1996	3663	Technology	Communications Equipment	United States	United States	9th	C.D. California	Hon. Consuelo B. Marshall	NASDAQ	Public (Listed)	CASE DISMISSED	0
101294			"NTN Communications, Inc."	NTN	06/11/1997	97-CV-01116	06/19/1992	04/16/1997	4833	Services	Broadcasting & Cable TV	United States		9th	S.D. California	Hon. Barry T.              Moskowitz	American SE	Public (Listed)	CASE SETTLED	3250000
101211			"StorMedia, Inc."	STMD	06/19/1997	97-CV-20538	11/27/1995	08/09/1996	3695	Consumer Cyclical	Audio & Video Equipment	United States	United States	9th	N.D. California	Magistrate Judge Patricia V. Trumbull	NASDAQ	Public (Listed)	CASE SETTLED	3250000
100777			Transitional Hospitals Corporation	THY	06/19/1997	97-CV-00747	02/26/1997	05/04/1997	8060	Healthcare	Healthcare Facilities	United States		9th	D. Nevada	Hon. David W. Hagen	New York SE	Public (Listed)	CASE DISMISSED	0
101225			"Boston Chicken, Inc. : Common Stock, Liquid Yield Option Notes, Zero-Coupon Notes, Debentures"	BOST	06/23/1997	97-CV-1308	08/13/1996	05/30/1997	5812	Services	Restaurants	United States	United States	10th	D. Colorado	Hon. Walker D. Miller	NASDAQ	Public (Listed)	CASE SETTLED	21579538.91
